path,label,broad_group,polarization,source,magnification,domain
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩2-4.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩2-5.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩2-6.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩2-7.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩2-8.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-1.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-2.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-3.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-4.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-5.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-6.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-7.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉13高岭石泥岩3-8.jpg,高岭石泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-1.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-2.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-3.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-4.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-5.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-6.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-7.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）1-8.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-1.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-2.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-3.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-4.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-5.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-6.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-7.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）2-8.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-1.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-2.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-3.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-4.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-5.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-6.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-7.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉14斑脱岩（膨润土）3-8.jpg,斑脱岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-1.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-2.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-3.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-4.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-5.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-6.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-7.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-8.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩1-9.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-1.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-2.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-3.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-4.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-5.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-6.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-7.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-8.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩2-9.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-1.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-2.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-3.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-4.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-5.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-6.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-7.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-8.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉15菱铁矿泥岩3-9.jpg,菱铁矿泥岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-2.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-3.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-4.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-5.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-6.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-7.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩1-8.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-1.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-2.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-3.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-4.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-5.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-6.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-7.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩2-8.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-1.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-2.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-3.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-4.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-5.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-6.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-7.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉16页岩3-8.jpg,页岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-1.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-2.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-3.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-4.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-5.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-6.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-7.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-8.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩1-9.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-1.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-2.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-3.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-4.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-5.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-6.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-7.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-8.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩2-9.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-1.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-2.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-3.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-4.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-5.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-6.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-7.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-8.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉17亮晶砂屑石灰岩3-9.jpg,亮晶砂屑石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-1.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-2.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-3.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-4.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-5.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-6.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-7.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-8.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩1-9.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-1.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-2.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-3.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-4.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-5.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-6.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-7.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-8.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩2-9.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-1.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-2.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-3.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-4.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-5.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-6.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-7.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-8.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉18亮晶鲕粒石灰岩3-9.jpg,亮晶鲕粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉19亮晶团块球粒石灰岩1-1.jpg,亮晶团块球粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉19亮晶团块球粒石灰岩1-2.jpg,亮晶团块球粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
D:\南京大学岩石教学薄片显微图像数据集\南京大学沉积岩教学薄片照片数据集\沉19亮晶团块球粒石灰岩1-3.jpg,亮晶团块球粒石灰岩,sedimentary,unknown,NJU,unknown,NJU
